source_idx,domain,verdict,reason,exp_goal,quoted_title,doi,resolved_title,container,year,type,match,quality
3682,culture,unverifiable,extract_failed,"If a researcher wants only a bird’s-eye view of the DNA fibre processing stage of the SMART assay, what are the key steps involved from drying the spreads to preparing them for immunofluorescence staining? Please provide the experimental protocol to solve this problem.",,,,,,,,
3684,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","Within the seed sterilization phase of the Brachypodium protocol, what are the sequential sub-steps researchers must carry out to prepare seeds for sterile growth? Please provide the experimental protocol to solve this problem.",,,,,,,,
3689,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '200mm'","For the cell preparation phase of the ""A Rigorous Quantitative Approach to Analyzing Phagocytosis Assays"" protocol, what are the main sub-stages involved in generating macrophages from mouse bone marrow? Please provide the experimental protocol to solve this problem.",A Rigorous Quantitative Approach to Analyzing Phagocytosis Assays,10.21769/bioprotoc.3698,A Rigorous Quantitative Approach to Analyzing Phagocytosis Assays,BIO-PROTOCOL,2020,journal-article,1.0,high
3692,culture,unverifiable,no_culture_raw,"In the ""A Method for User-defined Mutagenesis by Integrating Oligo Pool Synthesis Technology with Nicking Mutagenesis"" protocol, what are the precise steps for phosphorylating the mutagenic oligonucleotide pool and secondary primer before they are used in strand synthesis? Please provide the experim",A Method for User-defined Mutagenesis by Integrating Oligo Pool Synthesis Technology with Nicking Mutagenesis,10.21769/bioprotoc.3697,A Method for User-defined Mutagenesis by Integrating Oligo Pool Synthesis Technology with Nicking Mutagenesis,BIO-PROTOCOL,2020,journal-article,1.0,high
3695,flow,unverifiable,no_flow_raw,"In the ""Generation and Testing of Fluorescent Adaptable Simple Theranostic (FAST) Proteins"" protocol, during the protein purification section, what are the exact steps required to equilibrate the HisTrap column before loading the protein sample? Please provide the experimental protocol to solve this",Generation and Testing of Fluorescent Adaptable Simple Theranostic (FAST) Proteins,10.21769/bioprotoc.3696,Generation and Testing of Fluorescent Adaptable Simple Theranostic (FAST) Proteins,BIO-PROTOCOL,2020,journal-article,1.0,high
3696,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","What are the major sequential phases of the ""Flow Cytometry of CD14, VDR, Cyp27 and Cyp24 and TLR4 in U937 Cells"" experiment, from the preparation of serum samples to final data analysis? Please provide the experimental protocol to solve this problem.","Flow Cytometry of CD14, VDR, Cyp27 and Cyp24 and TLR4 in U937 Cells",10.21769/bioprotoc.3695,"Flow Cytometry of CD14, VDR, Cyp27 and Cyp24 and TLR4 in U937 Cells",BIO-PROTOCOL,2020,journal-article,1.0,high
3697,culture,unverifiable,no_culture_raw,"In the U937 cell culture assay of the protocol, what are the main stages from establishing the culture to verifying cell viability before treatment? Please provide the experimental protocol to solve this problem.",,,,,,,,
3698,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","In the ""Flow Cytometry of CD14, VDR, Cyp27 and Cyp24 and TLR4 in U937 Cells"" protocol, what are the exact steps required to detach and prepare U937 cells into suspension after PMA-induced differentiation, before assessing their viability? Please provide the experimental protocol to solve this proble","Flow Cytometry of CD14, VDR, Cyp27 and Cyp24 and TLR4 in U937 Cells",10.21769/bioprotoc.3695,"Flow Cytometry of CD14, VDR, Cyp27 and Cyp24 and TLR4 in U937 Cells",BIO-PROTOCOL,2020,journal-article,1.0,high
3707,culture,unverifiable,no_derived_claims,"In the fixation step of maize anthers for the immunolocalization protocol, what are the exact steps for ""Fixation and Washing"" that stabilize the meiotic nuclei while preserving 3D structure? Please provide the experimental protocol to solve this problem.",Fixation and Washing,10.5594/j17476,Some Aspects of Fixation and Washing,SMPTE Journal,1977,journal-article,0.714,medium
3711,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the sperm preparation phase of the 'In vitro Induction and Detection of Acrosomal Exocytosis in Human Spermatozoa' protocol, what are the key sub-stages for isolating good quality spermatozoa before capacitation? Please provide the experimental protocol to solve this problem.",In vitro Induction and Detection of Acrosomal Exocytosis in Human Spermatozoa,10.21769/bioprotoc.3689,In vitro Induction and Detection of Acrosomal Exocytosis in Human Spermatozoa,BIO-PROTOCOL,2020,journal-article,1.0,high
3712,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'Wells'","During the ""Induction of Human Sperm Capacitation"" phase of the acrosome reaction protocol, what are the steps and conditions required for incubating human spermatozoa to promote capacitation before stimulation? Please provide the experimental protocol to solve this problem.",Induction of Human Sperm Capacitation,10.1507/endocrine1927.49.9_1161,Studies on Sperm Capacitation (III),Folia Endocrinologica Japonica,1973,journal-article,0.639,medium
3715,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","For preparing the E. coli DH10B culture for electroporation with the NIa protease plasmid, what is the precise sequence of steps starting from harvesting the overnight culture? Please provide the experimental protocol to solve this problem.",,,,,,,,
3718,culture,unverifiable,no_derived_claims,"In the context of studying human astrovirus replication using human intestinal enteroids, what are the key stages involved specifically in generating 2D enteroid monolayers on Transwells or 48-well plates? Please provide the experimental protocol to solve this problem.",,,,,,,,
3719,culture,ok,,"In the ""Intestinal Enteroid Culture for Human Astroviruses"" protocol, what is the exact step-by-step procedure for preparing collagen IV–coated Transwells or 48-well plates to establish 2D enteroid monolayers? Please provide the experimental protocol to solve this problem.",Intestinal Enteroid Culture for Human Astroviruses,10.21769/bioprotoc.3687,Intestinal Enteroid Culture for Human Astroviruses,BIO-PROTOCOL,2020,journal-article,1.0,high
3724,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","For the preparation of the siRNA glucose solution in the ginger lipid nanoparticle protocol, what precise sequence of steps must be completed to ready the siRNA before hydration of the lipid film? Please provide the experimental protocol to solve this problem.",,,,,,,,
3725,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'",What is the detailed sequence of steps for the ribogreen-based siRNA loading efficiency assay in the characterization of ginger lipid-derived nanoparticles? Please provide the experimental protocol to solve this problem.,,,,,,,,
3727,culture,unverifiable,no_culture_raw,"What are the major experimental phases in the 'Production and Isolation of Magnetic Protein Crystals in HEK293T Cells' workflow, from initial transfection to final crystal verification? Please provide the experimental protocol to solve this problem.",Production and Isolation of Magnetic Protein Crystals in HEK293T Cells,10.21769/bioprotoc.3684,Production and Isolation of Magnetic Protein Crystals in HEK293T Cells,BIO-PROTOCOL,2020,journal-article,1.0,high
3733,flow,unverifiable,no_flow_raw,"For the ""Pre-slicing Transcardial Perfusion"" stage of the brain slice incubation protocol, what are the key sub-steps involved in preparing and conducting this critical procedure? Please provide the experimental protocol to solve this problem.",Pre-slicing Transcardial Perfusion,10.17504/protocols.io.ewov18kkpgr2/v1,Mouse transcardial perfusion v1,,2020,posted-content,0.738,medium
3734,flow,unverifiable,no_flow_raw,"In the 'Method for Prolonged Incubation of Brain Slices' protocol, how should the heart be perfused during the pre-slicing stage to ensure removal of blood and optimal preservation of brain tissue? Please provide the experimental protocol to solve this problem.",Method for Prolonged Incubation of Brain Slices,10.21769/bioprotoc.3683,Method for Prolonged Incubation of Brain Slices,BIO-PROTOCOL,2020,journal-article,1.0,high
3740,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","Within the PEG-Ca²⁺ transfection of rice egg cells, what are the main sequential stages from preparing the droplets to culturing the transfected cells? Please provide the experimental protocol to solve this problem.",,,,,,,,
3748,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'W'","What are the major phases of the 'Immunofluorescent Staining of Claudin-2 in Cultured Kidney Tubular Cells' workflow, from preparation of kidney epithelial cells to final image analysis of tight junction proteins? Please provide the experimental protocol to solve this problem.",Immunofluorescent Staining of Claudin-2 in Cultured Kidney Tubular Cells,10.21769/bioprotoc.3678,Immunofluorescent Staining of Claudin-2 in Cultured Kidney Tubular Cells,BIO-PROTOCOL,2020,journal-article,1.0,high
3749,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","If a researcher using methanol fixation wants only a high-level checklist of actions for the staining and mounting stages (excluding cell culture and imaging), what are the essential sequential steps in the 'Immunofluorescent Staining of Claudin-2 in Cultured Kidney Tubular Cells' protocol? Please p",Immunofluorescent Staining of Claudin-2 in Cultured Kidney Tubular Cells,10.21769/bioprotoc.3678,Immunofluorescent Staining of Claudin-2 in Cultured Kidney Tubular Cells,BIO-PROTOCOL,2020,journal-article,1.0,high
3750,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","After blocking, what are the precise steps for incubating cultured kidney tubular cells with the claudin-2 primary antibody in this immunofluorescent staining protocol? Please provide the experimental protocol to solve this problem.",,,,,,,,
